dt,AverageTemperature
1950-06-01,28.088
1950-07-01,28.301
1950-08-01,28.673000000000002
1950-09-01,28.323
1950-10-01,27.38
1950-11-01,25.28
1950-12-01,23.859
1951-01-01,23.478
1951-02-01,23.278
1951-03-01,24.993000000000002
1951-04-01,26.488000000000003
1951-05-01,27.529
1951-06-01,28.459
1951-07-01,28.609
1951-08-01,29.144000000000002
1951-09-01,28.934
1951-10-01,27.738000000000003
1951-11-01,26.423000000000002
1951-12-01,26.232
1952-01-01,24.58
1952-02-01,24.468000000000004
1952-03-01,25.992
1952-04-01,26.019000000000002
1952-05-01,27.706
1952-06-01,28.23
1952-07-01,28.607
1952-08-01,28.893
1952-09-01,28.564
1952-10-01,27.422
1952-11-01,26.51
1952-12-01,24.418000000000006
1953-01-01,24.291
1953-02-01,25.422
1953-03-01,26.0
1953-04-01,27.466
1953-05-01,28.042
1953-06-01,28.381
1953-07-01,29.045
1953-08-01,29.29000000000001
1953-09-01,28.905
1953-10-01,27.412
1953-11-01,26.615
1953-12-01,25.872
1954-01-01,25.558000000000003
1954-02-01,24.604
1954-03-01,25.91800000000001
1954-04-01,26.69700000000001
1954-05-01,27.633000000000006
1954-06-01,28.124
1954-07-01,28.505
1954-08-01,28.738000000000003
1954-09-01,28.488000000000003
1954-10-01,27.135
1954-11-01,25.764
1954-12-01,24.17
1955-01-01,24.112
1955-02-01,24.499
1955-03-01,25.323
1955-04-01,26.158
1955-05-01,27.161
1955-06-01,28.328000000000007
1955-07-01,28.128
1955-08-01,28.91800000000001
1955-09-01,28.602
1955-10-01,27.126
1955-11-01,26.605
1955-12-01,25.278
1956-01-01,23.33
1956-02-01,25.371
1956-03-01,25.274
1956-04-01,26.421
1956-05-01,27.26
1956-06-01,27.733
1956-07-01,28.524
1956-08-01,28.925
1956-09-01,28.388
1956-10-01,27.466
1956-11-01,25.595
1956-12-01,25.436999999999998
1957-01-01,24.963
1957-02-01,25.493
1957-03-01,25.8
1957-04-01,26.547
1957-05-01,27.504
1957-06-01,28.038
1957-07-01,28.657
1957-08-01,29.061
1957-09-01,28.422
1957-10-01,26.893
1957-11-01,26.78
1957-12-01,24.52
1958-01-01,23.8
1958-02-01,22.73
1958-03-01,26.06600000000001
1958-04-01,27.064
1958-05-01,27.829
1958-06-01,28.571
1958-07-01,29.202
1958-08-01,29.388
1958-09-01,29.01
1958-10-01,27.645
1958-11-01,27.576
1958-12-01,25.961
1959-01-01,25.083
1959-02-01,26.56
1959-03-01,26.34800000000001
1959-04-01,27.05
1959-05-01,27.397
1959-06-01,28.475
1959-07-01,28.494
1959-08-01,28.56900000000001
1959-09-01,28.662
1959-10-01,28.173000000000002
1959-11-01,26.714000000000002
1959-12-01,24.959
1960-01-01,24.884
1960-02-01,25.346999999999998
1960-03-01,25.22900000000001
1960-04-01,26.622
1960-05-01,27.57
1960-06-01,28.413
1960-07-01,28.868
1960-08-01,28.963
1960-09-01,28.769
1960-10-01,28.11
1960-11-01,27.121
1960-12-01,24.570999999999998
1961-01-01,24.63
1961-02-01,25.458
1961-03-01,26.267000000000003
1961-04-01,26.75800000000001
1961-05-01,27.333000000000002
1961-06-01,28.242
1961-07-01,28.681
1961-08-01,29.19700000000001
1961-09-01,28.754
1961-10-01,27.45
1961-11-01,26.88
1961-12-01,25.605
1962-01-01,25.041
1962-02-01,25.148000000000003
1962-03-01,25.655
1962-04-01,26.235
1962-05-01,27.069000000000006
1962-06-01,28.06
1962-07-01,29.147
1962-08-01,29.167
1962-09-01,28.55
1962-10-01,27.736
1962-11-01,25.561
1962-12-01,24.407
1963-01-01,24.688
1963-02-01,24.399
1963-03-01,25.997
1963-04-01,26.22300000000001
1963-05-01,27.102
1963-06-01,28.329
1963-07-01,28.76
1963-08-01,29.123
1963-09-01,28.961
1963-10-01,27.377
1963-11-01,26.543000000000006
1963-12-01,24.372
1964-01-01,24.891
1964-02-01,25.017
1964-03-01,26.613000000000003
1964-04-01,27.07
1964-05-01,27.769000000000002
1964-06-01,28.049
1964-07-01,28.751
1964-08-01,29.045
1964-09-01,28.624
1964-10-01,26.924
1964-11-01,26.738000000000003
1964-12-01,25.993
1965-01-01,24.211
1965-02-01,25.484
1965-03-01,25.778000000000002
1965-04-01,26.578000000000007
1965-05-01,27.037
1965-06-01,27.989
1965-07-01,28.589
1965-08-01,28.803
1965-09-01,28.519
1965-10-01,27.688
1965-11-01,26.65
1965-12-01,25.339
1966-01-01,24.425
1966-02-01,24.811
1966-03-01,24.94400000000001
1966-04-01,26.416
1966-05-01,27.144000000000002
1966-06-01,27.484
1966-07-01,28.696
1966-08-01,29.111
1966-09-01,28.985
1966-10-01,27.66
1966-11-01,25.347
1966-12-01,24.284
1967-01-01,25.092
1967-02-01,24.54
1967-03-01,25.11000000000001
1967-04-01,25.522
1967-05-01,27.415
1967-06-01,27.958
1967-07-01,28.849
1967-08-01,28.617
1967-09-01,28.412
1967-10-01,27.66
1967-11-01,26.412
1967-12-01,25.776999999999997
1968-01-01,24.247
1968-02-01,23.344
1968-03-01,24.41
1968-04-01,25.60100000000001
1968-05-01,27.482
1968-06-01,27.879
1968-07-01,28.709
1968-08-01,28.926
1968-09-01,28.353
1968-10-01,27.506
1968-11-01,26.339000000000002
1968-12-01,24.961
1969-01-01,24.712
1969-02-01,23.984
1969-03-01,25.321
1969-04-01,27.099
1969-05-01,28.121
1969-06-01,28.723000000000006
1969-07-01,29.292
1969-08-01,29.087
1969-09-01,28.703000000000007
1969-10-01,27.877
1969-11-01,26.059
1969-12-01,24.573
1970-01-01,23.976
1970-02-01,23.551
1970-03-01,25.746
1970-04-01,27.292
1970-05-01,27.139
1970-06-01,28.553
1970-07-01,28.453000000000007
1970-08-01,28.879
1970-09-01,28.326
1970-10-01,27.876
1970-11-01,25.534
1970-12-01,25.513
1971-01-01,24.41
1971-02-01,24.971
1971-03-01,25.22600000000001
1971-04-01,25.558000000000003
1971-05-01,27.613000000000003
1971-06-01,28.123
1971-07-01,28.591
1971-08-01,28.49
1971-09-01,28.507
1971-10-01,27.485
1971-11-01,26.412
1971-12-01,26.046
1972-01-01,25.496
1972-02-01,24.864
1972-03-01,25.402
1972-04-01,26.599
1972-05-01,27.661
1972-06-01,28.028
1972-07-01,28.52
1972-08-01,28.68
1972-09-01,28.337
1972-10-01,27.634
1972-11-01,27.647
1972-12-01,25.875999999999998
1973-01-01,25.346999999999998
1973-02-01,24.099
1973-03-01,26.827
1973-04-01,27.058000000000003
1973-05-01,27.974
1973-06-01,28.425
1973-07-01,28.868
1973-08-01,28.602
1973-09-01,28.514
1973-10-01,27.567
1973-11-01,27.039
1973-12-01,24.215999999999998
1974-01-01,25.458
1974-02-01,24.353
1974-03-01,25.626
1974-04-01,26.463
1974-05-01,27.295
1974-06-01,28.225
1974-07-01,28.57
1974-08-01,28.844
1974-09-01,28.571
1974-10-01,26.917
1974-11-01,26.282
1974-12-01,25.234
1975-01-01,25.278
1975-02-01,25.707
1975-03-01,26.07
1975-04-01,27.186
1975-05-01,27.964
1975-06-01,28.691
1975-07-01,28.397
1975-08-01,28.79300000000001
1975-09-01,28.094
1975-10-01,27.507
1975-11-01,26.144000000000002
1975-12-01,24.59
1976-01-01,23.859
1976-02-01,24.256999999999998
1976-03-01,25.625
1976-04-01,25.73
1976-05-01,27.672
1976-06-01,27.485
1976-07-01,28.746
1976-08-01,28.707
1976-09-01,28.664
1976-10-01,27.93
1976-11-01,26.999000000000002
1976-12-01,25.961
1977-01-01,24.113000000000003
1977-02-01,24.69
1977-03-01,26.605
1977-04-01,26.413
1977-05-01,27.08
1977-06-01,28.383000000000006
1977-07-01,29.053
1977-08-01,29.088
1977-09-01,28.728
1977-10-01,27.901
1977-11-01,27.095
1977-12-01,25.825
1978-01-01,24.243
1978-02-01,23.348000000000006
1978-03-01,25.257
1978-04-01,26.483
1978-05-01,28.382
1978-06-01,28.748
1978-07-01,28.901
1978-08-01,29.044
1978-09-01,28.451
1978-10-01,27.463
1978-11-01,27.17
1978-12-01,26.458
1979-01-01,25.164
1979-02-01,24.519
1979-03-01,25.159000000000002
1979-04-01,26.597
1979-05-01,27.744
1979-06-01,28.582
1979-07-01,28.95
1979-08-01,29.032
1979-09-01,28.257
1979-10-01,27.531
1979-11-01,27.002
1979-12-01,25.489
1980-01-01,24.938
1980-02-01,23.980999999999998
1980-03-01,26.118000000000002
1980-04-01,26.485
1980-05-01,28.472
1980-06-01,28.793000000000006
1980-07-01,29.336
1980-08-01,29.07500000000001
1980-09-01,28.646
1980-10-01,28.29
1980-11-01,26.944000000000006
1980-12-01,24.665
1981-01-01,22.121
1981-02-01,24.512
1981-03-01,25.32800000000001
1981-04-01,26.434
1981-05-01,28.12
1981-06-01,28.796
1981-07-01,29.091
1981-08-01,29.093000000000004
1981-09-01,28.663
1981-10-01,27.993
1981-11-01,26.003
1981-12-01,25.135
1982-01-01,25.418000000000006
1982-02-01,25.982
1982-03-01,26.63000000000001
1982-04-01,27.454
1982-05-01,27.222
1982-06-01,28.614
1982-07-01,29.057
1982-08-01,29.15
1982-09-01,28.755
1982-10-01,27.607
1982-11-01,26.686
1982-12-01,25.656
1983-01-01,24.966
1983-02-01,24.825
1983-03-01,25.439
1983-04-01,26.049
1983-05-01,28.09
1983-06-01,28.984
1983-07-01,29.301
1983-08-01,29.367
1983-09-01,28.769
1983-10-01,27.866
1983-11-01,27.175
1983-12-01,26.267
1984-01-01,24.988000000000003
1984-02-01,25.242
1984-03-01,25.94100000000001
1984-04-01,27.19
1984-05-01,27.958000000000002
1984-06-01,28.182
1984-07-01,28.647
1984-08-01,28.94100000000001
1984-09-01,28.104
1984-10-01,27.726
1984-11-01,26.014
1984-12-01,25.28
1985-01-01,23.607
1985-02-01,24.964
1985-03-01,26.173000000000002
1985-04-01,26.15
1985-05-01,27.47
1985-06-01,28.881
1985-07-01,29.065
1985-08-01,28.896
1985-09-01,28.6
1985-10-01,28.021
1985-11-01,27.281
1985-12-01,25.407
1986-01-01,24.403
1986-02-01,24.993
1986-03-01,25.338
1986-04-01,25.993000000000002
1986-05-01,27.263
1986-06-01,28.414
1986-07-01,29.078000000000007
1986-08-01,28.943
1986-09-01,28.673
1986-10-01,27.861
1986-11-01,27.884
1986-12-01,26.698
1987-01-01,24.42
1987-02-01,25.291
1987-03-01,25.587
1987-04-01,25.185
1987-05-01,27.819000000000006
1987-06-01,28.961
1987-07-01,29.536
1987-08-01,29.45300000000001
1987-09-01,29.251
1987-10-01,27.627
1987-11-01,27.466
1987-12-01,26.039
1988-01-01,25.158
1988-02-01,25.189
1988-03-01,25.93
1988-04-01,26.994
1988-05-01,27.603
1988-06-01,28.786
1988-07-01,29.478
1988-08-01,28.893
1988-09-01,28.611
1988-10-01,27.927
1988-11-01,27.329
1988-12-01,25.244
1989-01-01,25.480999999999998
1989-02-01,25.079
1989-03-01,25.262
1989-04-01,26.757
1989-05-01,27.772
1989-06-01,28.461
1989-07-01,28.797
1989-08-01,29.105
1989-09-01,28.795
1989-10-01,27.539
1989-11-01,27.439
1989-12-01,24.781
1990-01-01,25.968000000000004
1990-02-01,25.677
1990-03-01,25.744
1990-04-01,26.425
1990-05-01,27.995
1990-06-01,28.594
1990-07-01,29.248
1990-08-01,29.324
1990-09-01,28.971
1990-10-01,28.366
1990-11-01,26.527
1990-12-01,25.498
1991-01-01,26.092
1991-02-01,24.919
1991-03-01,26.54000000000001
1991-04-01,27.58
1991-05-01,27.877
1991-06-01,28.562
1991-07-01,29.293000000000006
1991-08-01,29.249000000000002
1991-09-01,28.64
1991-10-01,27.787
1991-11-01,26.352
1991-12-01,25.535999999999998
1992-01-01,24.767
1992-02-01,25.438
1992-03-01,25.85100000000001
1992-04-01,26.49
1992-05-01,26.551
1992-06-01,28.558000000000003
1992-07-01,29.218000000000004
1992-08-01,28.989
1992-09-01,28.321
1992-10-01,28.109
1992-11-01,27.724
1992-12-01,25.569000000000006
1993-01-01,25.733
1993-02-01,24.695999999999998
1993-03-01,25.238000000000003
1993-04-01,26.154
1993-05-01,27.193
1993-06-01,28.648000000000003
1993-07-01,29.435
1993-08-01,29.708000000000002
1993-09-01,28.942
1993-10-01,28.194000000000006
1993-11-01,27.493000000000002
1993-12-01,25.706
1994-01-01,25.275
1994-02-01,26.28
1994-03-01,26.244
1994-04-01,27.289
1994-05-01,28.233
1994-06-01,29.279
1994-07-01,29.119
1994-08-01,29.11000000000001
1994-09-01,28.741
1994-10-01,28.403
1994-11-01,27.562
1994-12-01,26.108
1995-01-01,25.031
1995-02-01,25.066
1995-03-01,25.903000000000002
1995-04-01,27.588
1995-05-01,29.033
1995-06-01,28.987
1995-07-01,29.526
1995-08-01,29.392000000000003
1995-09-01,29.242
1995-10-01,28.353
1995-11-01,27.3
1995-12-01,25.587
1996-01-01,24.427
1996-02-01,24.26
1996-03-01,25.067
1996-04-01,26.92
1996-05-01,27.886
1996-06-01,29.069000000000006
1996-07-01,29.298
1996-08-01,29.177
1996-09-01,29.266
1996-10-01,27.977
1996-11-01,26.778000000000002
1996-12-01,25.425
1997-01-01,25.096999999999998
1997-02-01,26.131
1997-03-01,26.926
1997-04-01,27.356
1997-05-01,28.841
1997-06-01,28.907
1997-07-01,29.713
1997-08-01,29.60400000000001
1997-09-01,29.066
1997-10-01,27.919
1997-11-01,27.384
1997-12-01,26.076
1998-01-01,25.75
1998-02-01,25.842
1998-03-01,25.495
1998-04-01,26.818
1998-05-01,28.283
1998-06-01,29.648000000000003
1998-07-01,29.55
1998-08-01,29.782
1998-09-01,29.462
1998-10-01,28.178
1998-11-01,27.437
1998-12-01,26.166999999999998
1999-01-01,25.522
1999-02-01,24.926
1999-03-01,25.773000000000003
1999-04-01,27.388
1999-05-01,28.221
1999-06-01,28.424
1999-07-01,29.094
1999-08-01,29.314
1999-09-01,28.728
1999-10-01,27.696
1999-11-01,25.992
1999-12-01,24.945999999999998
2000-01-01,24.272
2000-02-01,24.794
2000-03-01,26.052
2000-04-01,26.731
2000-05-01,28.038
2000-06-01,28.655
2000-07-01,29.481
2000-08-01,29.378
2000-09-01,28.684
2000-10-01,27.58
2000-11-01,26.297
2000-12-01,25.26
2001-01-01,23.194000000000006
2001-02-01,26.085
2001-03-01,26.07500000000001
2001-04-01,27.089000000000002
2001-05-01,27.456
2001-06-01,29.431
2001-07-01,29.628
2001-08-01,30.01400000000001
2001-09-01,28.347
2001-10-01,28.187
2001-11-01,26.175
2001-12-01,26.029
2002-01-01,25.185
2002-02-01,25.75
2002-03-01,26.745
2002-04-01,27.333000000000002
2002-05-01,28.388
2002-06-01,28.884
2002-07-01,29.846
2002-08-01,29.506
2002-09-01,28.957
2002-10-01,28.455
2002-11-01,27.363000000000003
2002-12-01,26.261
2003-01-01,24.008000000000006
2003-02-01,26.46
2003-03-01,27.428
2003-04-01,26.63600000000001
2003-05-01,28.632
2003-06-01,28.852
2003-07-01,29.302
2003-08-01,29.416
2003-09-01,29.318
2003-10-01,28.863000000000003
2003-11-01,27.665
2003-12-01,25.233
2004-01-01,25.031
2004-02-01,25.985
2004-03-01,26.358
2004-04-01,26.546
2004-05-01,28.222
2004-06-01,29.587
2004-07-01,29.528
2004-08-01,30.018
2004-09-01,28.926
2004-10-01,28.053
2004-11-01,27.21
2004-12-01,25.567
2005-01-01,24.521
2005-02-01,24.612
2005-03-01,26.467
2005-04-01,27.079
2005-05-01,28.614
2005-06-01,29.206
2005-07-01,29.729
2005-08-01,29.977
2005-09-01,29.765
2005-10-01,27.802
2005-11-01,27.098000000000006
2005-12-01,25.743
2006-01-01,25.083
2006-02-01,24.371
2006-03-01,25.788
2006-04-01,27.07
2006-05-01,28.242
2006-06-01,28.805
2006-07-01,29.576
2006-08-01,29.606
2006-09-01,29.59
2006-10-01,28.399
2006-11-01,26.694000000000006
2006-12-01,26.713
2007-01-01,26.294
2007-02-01,26.047
2007-03-01,26.31900000000001
2007-04-01,26.801
2007-05-01,27.896
2007-06-01,28.841
2007-07-01,29.939
2007-08-01,29.481
2007-09-01,28.893
2007-10-01,28.132
2007-11-01,26.718000000000004
2007-12-01,26.125999999999998
2008-01-01,25.125
2008-02-01,26.044
2008-03-01,26.175
2008-04-01,26.6
2008-05-01,28.419
2008-06-01,29.0
2008-07-01,29.275
2008-08-01,29.652
2008-09-01,29.272
2008-10-01,27.711
2008-11-01,25.899
2008-12-01,25.354
2009-01-01,24.783
2009-02-01,24.006999999999998
2009-03-01,25.148000000000003
2009-04-01,26.767
2009-05-01,28.017
2009-06-01,28.968000000000004
2009-07-01,30.188
2009-08-01,29.899
2009-09-01,29.642
2009-10-01,28.815
2009-11-01,27.071
2009-12-01,26.608
2010-01-01,24.061
2010-02-01,24.572
2010-03-01,24.625
2010-04-01,26.962
2010-05-01,28.808000000000003
2010-06-01,30.051
2010-07-01,29.327
2010-08-01,29.778000000000002
2010-09-01,29.261
2010-10-01,27.79
2010-11-01,26.229
2010-12-01,22.949
2011-01-01,24.49
2011-02-01,25.527
2011-03-01,25.67100000000001
2011-04-01,27.525
2011-05-01,28.21
2011-06-01,29.17
2011-07-01,29.357
2011-08-01,29.674000000000003
2011-09-01,29.387
2011-10-01,27.835
2011-11-01,26.776
2011-12-01,25.684
2012-01-01,24.954
2012-02-01,25.658
2012-03-01,26.323
2012-04-01,26.727
2012-05-01,27.724
2012-06-01,28.676
2012-07-01,28.837
2012-08-01,29.19700000000001
2012-09-01,28.779
2012-10-01,27.673000000000002
2012-11-01,25.439
2012-12-01,25.468000000000004
2013-01-01,26.034
2013-02-01,25.776
2013-03-01,24.931
2013-04-01,27.986
2013-05-01,28.253
2013-06-01,28.393
2013-07-01,28.441
2013-08-01,28.457
2013-09-01,29.753
